"Name","Match","EXTRACT","New","Revision","Ticker","Obsolete Date","Obsolete Month","Obsolete Year","Obsolete Type","US Category Group","Firm Name","Inception Date","Inception Month","Inception Year","Net Assets Date","Net Assets - Share Class USD","Share Class Type","Index Fund","Estimated Share Class Net Flow (Yearly) Year2015 USD","Estimated Share Class Net Flow (Yearly) Year2016 USD","Estimated Share Class Net Flow (Yearly) Year2017 USD","Estimated Share Class Net Flow (Yearly) Year2018 USD","Estimated Share Class Net Flow (Yearly) Year2019 USD","Annual Report Net Expense Ratio Year2015","Annual Report Net Expense Ratio Year2016","Annual Report Net Expense Ratio Year2017","Annual Report Net Expense Ratio Year2018","Annual Report Net Expense Ratio Year2019","Inception Date...4","Inception Date...8","Same_Year"
"Delaware Strategic Income A Load Waived",TRUE," A Load Waived","A","A","DEGGX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Delaware Funds by Macquarie",1985-08-16,8,1985,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.91,0.9,NA,NA,NA,NA,NA,NA
"Delaware Strategic Income II A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Management Company",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Strategic Income II Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Management Company",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Exempt Income A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Exempt Income Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Exempt Income R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Exempt Opps A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Exempt Opps Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Exempt Opps R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free Arizona A Load Waived",TRUE," A Load Waived","A","A","VAZIX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1991-04-01,4,1991,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.85,0.84,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free CA A Load Waived",TRUE," A Load Waived","A","A","DVTAX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1995-03-02,3,1995,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.83,0.82,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free CA II A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free CA II Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free CA II R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free CO A Load Waived",TRUE," A Load Waived","A","A","VCTFX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1987-04-23,4,1987,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.85,0.84,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free ID A Load Waived",TRUE," A Load Waived","A","A","VIDAX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1995-01-04,1,1995,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.88,0.86,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free MN A Load Waived",TRUE," A Load Waived","A","A","DEFFX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1984-02-27,2,1984,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.87,0.85,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free MN Intermediate A LW",TRUE," A LW","A","A","DXCCX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1985-10-28,10,1985,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.85,0.84,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free New Jersey A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free New Jersey Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free New Jersey R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free New York II A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free New York II Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free New York II R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free NY A Load Waived",TRUE," A Load Waived","A","A","FTNYX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1987-11-06,11,1987,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.83,0.8,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free Oregon A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free Oregon Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free Oregon R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Funds by Macquarie",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Tax-Free PA A Load Waived",TRUE," A Load Waived","A","A","DELIX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1977-03-23,3,1977,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.89,0.88,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free USA A Load Waived",TRUE," A Load Waived","A","A","DMTFX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1984-01-11,1,1984,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.81,0.81,NA,NA,NA,NA,NA,NA
"Delaware Tax-Free USA Intermediate A LW",TRUE," A LW","A","A","DMUSX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","Delaware Funds by Macquarie",1993-01-07,1,1993,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.76,0.75,NA,NA,NA,NA,NA,NA
"Delaware Total Return A{mg}",TRUE," A{mg}","A","A",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Management Company",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Total Return Instl{mg}",TRUE," Instl{mg}","Instl","Instl",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Management Company",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware Total Return R6{mg}",TRUE," R6{mg}","R6","R6",NA,2019-10-04,10,2019,"Merged",NA,"Delaware Management Company",2019-07-02,7,2019,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-02,2019-07-02,1
"Delaware US Growth A Load Waived",TRUE," A Load Waived","A","A","DUGAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Delaware Funds by Macquarie",1993-12-03,12,1993,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA
"Delaware Value® A Load Waived",TRUE," A Load Waived","A","A","DDVAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Delaware Funds by Macquarie",1998-09-14,9,1998,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA
"Delaware Wealth Builder A Load Waived",TRUE," A Load Waived","A","A","DDIAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","Delaware Funds by Macquarie",1996-12-02,12,1996,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA
"Della Parola Risk Optimized Equity A",TRUE," A","A","A",NA,2017-11-20,11,2017,"Liquidated","U.S. Equity","Della Parola",2017-04-11,4,2017,2017-11-16,983746,"A","No",NA,NA,-59759.519,NA,NA,NA,NA,NA,NA,NA,2017-04-11,2017-04-11,1
"Della Parola Risk Optimized Equity Instl",TRUE," Instl","Instl","Instl",NA,2017-11-20,11,2017,"Liquidated","U.S. Equity","Della Parola",2017-04-11,4,2017,2017-11-16,5587577,"Inst","No",NA,NA,-364924.226,NA,NA,NA,NA,NA,NA,NA,2017-04-11,2017-04-11,1
"Destra Dividend Total Return A",TRUE," A","A","A",NA,2017-05-31,5,2017,"Liquidated","U.S. Equity","Destra",2011-08-10,8,2011,2017-05-31,2286422,"A","No",-1148278.368,-3460134.76,NA,NA,NA,1.6,1.6,NA,NA,NA,NA,NA,NA
"Destra Dividend Total Return A LW",TRUE," A LW","A","A",NA,2016-11-30,11,2016,"Liquidated","U.S. Equity","Destra",2011-08-10,8,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"Destra Dividend Total Return C",TRUE," C","C","C",NA,2017-05-31,5,2017,"Liquidated","U.S. Equity","Destra",2011-11-01,11,2011,2017-05-31,3789515,"C","No",-3203202.901,-4963790.262,NA,NA,NA,2.35,2.35,NA,NA,NA,NA,NA,NA
"Destra Dividend Total Return I",TRUE," I","I","Instl",NA,2017-05-31,5,2017,"Liquidated","U.S. Equity","Destra",2011-08-10,8,2011,2017-05-31,3997140,"Inst","No",-18906037.297,-13139067.369,NA,NA,NA,1.32,1.32,NA,NA,NA,NA,NA,NA
"Destra Flaherty & Crumrine Pref & I A LW",TRUE," A LW","A","A","DPIAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","Destra",2011-04-12,4,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"Destra Focused Equity A",TRUE," A","A","A",NA,2017-10-20,10,2017,"Liquidated","U.S. Equity","Destra",2011-04-12,4,2011,2017-10-20,3160298,"A","No",-950161.666,-3809642.8,NA,NA,NA,1.6,1.6,1.6,NA,NA,NA,NA,NA
"Destra Focused Equity A Load Waived",TRUE," A Load Waived","A","A","DFOAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","Destra",2011-04-12,4,2011,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA
"Destra Focused Equity C",TRUE," C","C","C",NA,2017-10-20,10,2017,"Liquidated","U.S. Equity","Destra",2011-11-01,11,2011,2017-10-20,1890089,"C","No",1810011.934,-2811161.394,NA,NA,NA,2.35,2.35,2.35,NA,NA,NA,NA,NA
"Destra Focused Equity I",TRUE," I","I","Instl",NA,2017-10-20,10,2017,"Liquidated","U.S. Equity","Destra",2011-04-12,4,2011,2017-10-20,6653528,"Inst","No",6737887.355,-18047184.477,NA,NA,NA,1.32,1.32,1.35,NA,NA,NA,NA,NA
"Destra Wolverine Alternative Opps A LW",TRUE," A LW","A","A","DWAAX.lw",2016-11-30,11,2016,"Liquidated","Allocation","Destra",2015-10-07,10,2015,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-10-07,2015-10-07,0
"Destra Wolverine Dynamic Asset A",TRUE," A","A","A",NA,2019-09-17,9,2019,"Liquidated","Allocation","Destra",2015-10-07,10,2015,2019-09-17,610959,"A","No",535312.952,-5148.184,26910.376,1734223.425,NA,NA,2,2,2,NA,2015-10-07,2015-10-07,0
"Destra Wolverine Dynamic Asset C",TRUE," C","C","C",NA,2019-09-17,9,2019,"Liquidated","Allocation","Destra",2015-10-07,10,2015,2019-09-17,681494,"C","No",508955.827,5240.638,-9114.727,267300.642,NA,NA,2.75,2.75,2.75,NA,2015-10-07,2015-10-07,0
"Destra Wolverine Dynamic Asset I",TRUE," I","I","Instl",NA,2019-09-17,9,2019,"Liquidated","Allocation","Destra",2015-10-07,10,2015,2019-09-17,58226906,"Inst","No",49474149.272,423716.546,-559465.836,3810549.739,NA,NA,1.75,1.75,1.75,NA,2015-10-07,2015-10-07,0
"Deutsche California Tax-Free Income A LW",TRUE," A LW","A","A","KCTAX.lw",2016-11-30,11,2016,"Liquidated","Municipal Bond","DWS",1983-02-17,2,1983,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.84,0.84,NA,NA,NA,NA,NA,NA
"Deutsche California Tax-Free Income B",TRUE," B","B","B",NA,2016-02-11,2,2016,"Liquidated","Municipal Bond","DWS",1994-05-31,5,1994,2016-02-10,6572,"B","No",-165259.197,NA,NA,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA
"Deutsche Capital Growth A Load Waived",TRUE," A Load Waived","A","A","SDGAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","DWS",2001-06-25,6,2001,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA
"Deutsche Capital Growth B",TRUE," B","B","B",NA,2016-02-11,2,2016,"Liquidated","U.S. Equity","DWS",2001-06-25,6,2001,2016-02-10,41413,"B","No",-1378202.954,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA
"Deutsche Communications A Load Waived",TRUE," A Load Waived","A","A","TISHX.lw",2016-11-30,11,2016,"Liquidated","Sector Equity","DWS",1984-01-18,1,1984,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA
"Deutsche Communications B",TRUE," B","B","B",NA,2016-02-11,2,2016,"Liquidated","Sector Equity","DWS",1995-01-03,1,1995,2016-02-10,8119,"B","No",-133975.975,NA,NA,NA,NA,2.36,NA,NA,NA,NA,NA,NA,NA
"Deutsche Core Equity A Load Waived",TRUE," A Load Waived","A","A","SUWAX.lw",2016-11-30,11,2016,"Liquidated","U.S. Equity","DWS",1999-08-02,8,1999,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA
"Deutsche Core Equity B",TRUE," B","B","B",NA,2016-02-11,2,2016,"Liquidated","U.S. Equity","DWS",2000-12-29,12,2000,2016-02-10,64337,"B","No",-1770552.57,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income A",TRUE," A","A","A",NA,2017-10-27,10,2017,"Merged","Taxable Bond","DWS Americas",2002-06-28,6,2002,2017-10-27,57554704,"A","No",-2110783.763,-18618002.542,NA,NA,NA,0.87,0.86,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income A LW",TRUE," A LW","A","A","SFXAX.lw",2016-11-30,11,2016,"Liquidated","Taxable Bond","DWS Americas",2002-06-28,6,2002,NA,NA,"Load Waived","No",NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income B",TRUE," B","B","B",NA,2016-02-11,2,2016,"Liquidated","Taxable Bond","DWS Americas",2002-06-28,6,2002,2016-02-10,10601,"B","No",-302413.815,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income C",TRUE," C","C","C",NA,2017-10-27,10,2017,"Merged","Taxable Bond","DWS Americas",2002-06-28,6,2002,2017-10-27,7556230,"C","No",-698669.718,-403844.687,NA,NA,NA,1.62,1.61,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income Institutional",TRUE," Institutional","Institutional","Instl",NA,2017-10-27,10,2017,"Merged","Taxable Bond","DWS Americas",1992-09-18,9,1992,2017-10-27,74867035,"Inst","No",-1847347.621,-120917.522,NA,NA,NA,0.62,0.61,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income R",TRUE," R","R","R",NA,2017-10-27,10,2017,"Merged","Taxable Bond","DWS Americas",2003-10-01,10,2003,2017-10-27,384608,"Retirement","No",-143463.499,148114.292,NA,NA,NA,1.12,1.11,NA,NA,NA,NA,NA,NA
"Deutsche Core Fixed Income S",TRUE," S","S","S",NA,2017-10-27,10,2017,"Merged","Taxable Bond","DWS Americas",2005-02-01,2,2005,2017-10-27,37251217,"S","No",-8895730.543,-1737427.567,NA,NA,NA,0.72,0.71,NA,NA,NA,NA,NA,NA
